wave,no,time,is_last_in_wave,enemy_id,gate,formation_id,min_difficulty,money,health,delta_time
0,,0,,21,0,0,0,850,1,3000
0,,0,,0,1,23,0,,,
0,,20000,,0,0,23,0,,,
0,,30000,,0,1,23,0,,,
0,,15000,,0,1,23,0,,,
1,,0,,20,2,0,0,,,
1,,0,,0,3,23,0,,,
1,,20000,,1,2,22,0,,,
1,,20000,,1,3,22,0,,,
1,,30000,,1,2,23,0,,,
1,,40000,,1,3,23,0,,,
2,,0,,21,6,0,0,,,
2,,25000,,0,6,23,0,,,
2,,35000,,1,6,22,0,,,
2,,0,,20,1,0,0,,,
2,,15000,,0,1,23,0,,,
2,,25000,,0,1,22,0,,,
2,,35000,,1,1,22,0,,,
3,,0,,0,0,23,0,,,
3,,0,,0,1,23,0,,,
3,,0,,0,2,23,0,,,
3,,0,,0,3,23,0,,,
3,,15000,,6,0,2,0,,,
3,,15000,,6,1,2,0,,,
3,,0,,20,2,0,0,,,
3,,30000,,6,2,2,0,,,
3,,0,,21,3,0,0,,,
3,,45000,,6,6,2,0,,,
3,,60000,,6,3,2,0,,,
4,,0,,21,0,0,0,,,
4,,0,,20,1,0,0,,,
4,,0,,21,2,0,0,,,
4,,0,,20,3,0,0,,,
4,,20000,,1,0,22,0,,,
4,,20000,,1,1,22,0,,,
4,,10000,,21,2,0,0,,,
4,,15000,,1,2,22,0,,,
4,,25000,,0,2,22,0,,,
4,,10000,,21,3,0,0,,,
4,,20000,,0,3,23,0,,,
4,,30000,,1,3,22,0,,,
4,,45000,,1,3,22,0,,,
5,,0,,21,4,25,0,,,
5,,15000,,6,4,22,0,,,
5,,20000,,20,4,0,0,,,
5,,30000,,24,4,0,0,,,
5,,45000,,6,4,2,0,,,
6,,0,,20,7,0,0,,,
6,,15000,,6,7,22,0,,,
6,,30000,,20,7,0,0,,,
6,,35000,,14,7,23,0,,,
6,,45000,,6,7,2,0,,,
7,,0,,20,6,25,0,,,
7,,10000,,1,6,2,0,,,
7,,20000,,1,6,23,0,,,
7,,30000,,2,6,23,0,,,
7,,40000,,2,6,23,0,,,
7,,40000,,6,3,2,0,,,
8,,0,,20,6,25,0,,,
8,,15000,,14,6,9,0,,,
8,,25000,,1,6,2,0,,,
8,,40000,,1,6,22,0,,,
8,,0,,1,0,22,0,,,
8,,0,,1,1,22,0,,,
8,,15000,,1,0,22,0,,,
8,,15000,,1,1,22,0,,,
8,,25000,,6,2,2,0,,,
9,,0,,20,2,25,0,,,
9,,10000,,14,2,10,0,,,
9,,30000,,6,2,2,0,,,
9,,40000,,6,2,2,0,,,
9,,5000,,20,0,22,0,,,
9,,8000,,4,0,0,0,,,
9,,5000,,20,1,22,0,,,
9,,5000,,21,0,0,0,,,
9,,5000,,21,1,0,0,,,
9,,5000,,21,2,0,0,,,
9,,5000,,21,3,0,0,,,
9,,5000,,21,4,0,0,,,
9,,5000,,21,5,25,0,,,
9,,5000,,21,6,25,0,,,
9,,5000,,21,7,25,0,,,
10,,0,,20,2,0,0,,,
10,,10000,,14,2,10,0,,,
10,,30000,,6,2,2,0,,,
10,,50000,,1,2,23,0,,,
10,,5000,,20,0,22,0,,,
10,,8000,,4,0,0,0,,,
10,,5000,,20,1,22,0,,,
10,,5000,,21,0,0,0,,,
10,,5000,,21,1,0,0,,,
10,,5000,,21,2,0,0,,,
10,,5000,,21,3,0,0,,,
10,,5000,,21,4,0,0,,,
10,,5000,,21,5,0,0,,,
10,,5000,,4,1,22,0,,,
10,,5000,,4,0,0,0,,,
10,,5000,,4,1,0,0,,,
10,,5000,,4,2,0,0,,,
10,,5000,,4,3,0,0,,,
10,,5000,,4,4,0,0,,,
10,,5000,,4,5,0,0,,,
10,,30000,,20,7,25,0,,,
11,,0,,1,0,23,0,,,
11,,0,,1,1,23,0,,,
11,,0,,1,2,23,0,,,
11,,0,,1,3,23,0,,,
11,,0,,1,4,23,0,,,
11,,0,,1,5,23,0,,,
11,,0,,20,0,23,0,,,
11,,10000,,20,1,23,0,,,
11,,10000,,20,2,23,0,,,
11,,20000,,20,3,23,0,,,
11,,20000,,20,4,23,0,,,
11,,20000,,14,0,23,0,,,
11,,20000,,14,1,23,0,,,
11,,20000,,14,2,23,0,,,
11,,20000,,14,3,23,0,,,
11,,20000,,14,4,23,0,,,
11,,20000,,14,5,23,0,,,
12,,0,,22,0,22,0,,,
12,,0,,22,1,22,0,,,
12,,0,,22,2,22,0,,,
12,,0,,22,3,22,0,,,
12,,0,,22,6,22,0,,,
12,,0,,22,7,22,0,,,
12,,0,,20,0,23,0,,,
12,,10000,,20,1,23,0,,,
12,,10000,,20,1,23,0,,,
12,,20000,,20,3,23,0,,,
12,,20000,,20,3,23,0,,,
12,,20000,,14,1,23,0,,,
12,,20000,,14,2,23,0,,,
12,,20000,,14,3,23,0,,,
12,,20000,,14,6,23,0,,,
12,,20000,,14,7,23,0,,,
12,,25000,,20,1,23,0,,,
12,,25000,,20,1,23,0,,,
12,,25000,,20,3,23,0,,,
12,,25000,,20,3,23,0,,,
12,,30000,,14,1,23,0,,,
12,,30000,,14,2,23,0,,,
12,,30000,,14,3,23,0,,,
12,,30000,,14,4,23,0,,,
12,,30000,,14,5,23,0,,,
12,,30000,,14,6,23,0,,,
12,,30000,,14,7,23,0,,,
