wave,no,time,is_last_in_wave,enemy_id,gate,formation_id,min_difficulty,money,health,delta_time
0,,0,,21,0,0,0,1050,1,3000
0,,0,,0,1,23,0,,,
0,,10000,,0,0,23,0,,,
0,,20000,,0,1,23,0,,,
0,,5000,,0,1,23,0,,,
1,,0,,0,2,23,0,,,
1,,0,,0,3,23,0,,,
1,,10000,,1,2,22,0,,,
1,,20000,,1,3,22,0,,,
1,,30000,,1,2,23,0,,,
1,,40000,,1,3,23,0,,,
2,,0,,21,0,0,0,,,
2,,15000,,0,0,23,0,,,
2,,25000,,1,0,22,0,,,
2,,20000,,21,1,0,0,,,
2,,35000,,0,1,23,0,,,
2,,45000,,0,1,22,0,,,
2,,55000,,1,1,22,0,,,
3,,0,,0,0,23,0,,,
3,,0,,0,1,23,0,,,
3,,0,,0,2,23,0,,,
3,,0,,0,3,23,0,,,
3,,20000,,6,0,2,0,,,
3,,20000,,6,1,2,0,,,
3,,0,,21,2,0,0,,,
3,,40000,,6,2,2,0,,,
3,,0,,21,3,0,0,,,
3,,30000,,6,3,2,0,,,
3,,40000,,0,3,23,0,,,
3,,50000,,6,3,2,0,,,
4,,0,,21,0,25,0,,,
4,,10000,,21,1,25,0,,,
4,,30000,,1,0,22,0,,,
4,,30000,,1,1,22,0,,,
4,,25000,,1,2,22,0,,,
4,,35000,,0,2,22,0,,,
4,,30000,,0,3,23,0,,,
4,,40000,,1,3,22,0,,,
4,,60000,,1,3,22,0,,,
5,,0,,21,4,0,0,,,
5,,15000,,6,4,22,0,,,
5,,20000,,20,4,0,0,,,
5,,25000,,24,4,0,0,,,
5,,35000,,6,4,2,0,,,
6,,0,,20,5,0,0,,,
6,,15000,,6,5,22,0,,,
6,,20000,,20,5,0,0,,,
6,,25000,,14,5,9,0,,,
6,,35000,,6,5,2,0,,,
7,,0,,20,2,22,0,,,
7,,10000,,1,2,2,0,,,
7,,20000,,1,2,23,0,,,
7,,0,,2,0,23,0,,,
7,,0,,2,1,23,0,,,
7,,25000,,6,3,2,0,,,
8,,0,,20,3,0,0,,,
8,,5000,,14,3,9,0,,,
8,,10000,,1,3,2,0,,,
8,,20000,,1,3,22,0,,,
8,,0,,0,0,23,0,,,
8,,0,,0,1,23,0,,,
8,,15000,,0,0,23,0,,,
8,,15000,,0,1,23,0,,,
8,,25000,,6,2,2,0,,,
9,,0,,20,2,0,0,,,
9,,10000,,14,2,10,0,,,
9,,2000,,0,2,23,0,,,
9,,30000,,6,2,2,0,,,
9,,35000,,0,2,23,0,,,
9,,40000,,2,2,23,0,,,
9,,5000,,20,0,22,0,,,
9,,8000,,4,0,0,0,,,
9,,5000,,20,1,22,0,,,
9,,5000,,21,0,0,0,,,
9,,5000,,21,1,0,0,,,
9,,5000,,21,2,0,0,,,
9,,5000,,21,3,0,0,,,
9,,5000,,21,4,0,0,,,
9,,5000,,21,5,0,0,,,
10,,0,,20,2,0,0,,,
10,,10000,,14,2,10,0,,,
10,,2000,,0,2,23,0,,,
10,,30000,,6,2,2,0,,,
10,,35000,,0,2,23,0,,,
10,,40000,,2,2,23,0,,,
10,,5000,,20,0,22,0,,,
10,,8000,,4,0,0,0,,,
10,,5000,,20,1,22,0,,,
10,,5000,,21,0,0,0,,,
10,,5000,,21,1,0,0,,,
10,,5000,,21,2,0,0,,,
10,,5000,,21,3,0,0,,,
10,,5000,,21,4,0,0,,,
10,,5000,,21,5,0,0,,,
10,,5000,,4,1,22,0,,,
10,,5000,,4,0,0,0,,,
10,,5000,,4,1,0,0,,,
10,,5000,,4,2,0,0,,,
10,,5000,,4,3,0,0,,,
10,,5000,,4,4,0,0,,,
10,,5000,,4,5,0,0,,,
11,,0,,0,0,23,0,,,
11,,0,,0,1,23,0,,,
11,,0,,0,2,23,0,,,
11,,0,,0,3,23,0,,,
11,,0,,0,4,23,0,,,
11,,0,,0,5,23,0,,,
11,,0,,20,0,23,0,,,
11,,10000,,20,1,23,0,,,
11,,10000,,20,2,23,0,,,
11,,20000,,20,3,23,0,,,
11,,20000,,20,4,23,0,,,
11,,20000,,0,0,23,0,,,
11,,20000,,0,1,23,0,,,
11,,20000,,0,2,23,0,,,
11,,20000,,0,3,23,0,,,
11,,20000,,0,4,23,0,,,
11,,20000,,0,5,23,0,,,
11,,25000,,1,0,23,0,,,
11,,25000,,1,1,23,0,,,
11,,25000,,1,2,23,0,,,
11,,25000,,1,3,23,0,,,
11,,25000,,1,4,23,0,,,
11,,25000,,1,5,23,0,,,
11,,40000,,14,0,10,0,,,
11,,40000,,14,1,10,0,,,
11,,40000,,14,2,10,0,,,
11,,55000,,14,3,10,0,,,
11,,55000,,14,4,10,0,,,
11,,55000,,14,5,10,0,,,
12,,0,,0,0,23,0,,,
12,,0,,4,0,25,0,,,
12,,0,,0,1,23,0,,,
12,,0,,4,1,25,0,,,
12,,0,,0,2,23,0,,,
12,,0,,4,2,25,0,,,
12,,0,,0,3,23,0,,,
12,,0,,0,4,23,0,,,
12,,0,,0,5,23,0,,,
12,,0,,20,0,23,0,,,
12,,20000,,14,0,10,0,,,
12,,20000,,14,1,10,0,,,
12,,30000,,14,2,10,0,,,
12,,30000,,14,3,10,0,,,
12,,40000,,14,4,10,0,,,
12,,40000,,14,5,10,0,,,
12,,70000,,1,0,23,0,,,
12,,70000,,1,1,23,0,,,
12,,70000,,1,2,23,0,,,
