wave,no,time,is_last_in_wave,enemy_id,gate,formation_id,min_difficulty,money,health,delta_time
0,,0,,1,0,22,0,1150,1,3000
0,,10000,,1,3,22,0,,,
0,,20000,,0,0,23,0,,,
0,,30000,,0,3,23,0,,,
0,,35000,,0,0,23,0,,,
0,,40000,,0,3,23,0,,,
0,,40000,,10,0,25,0,,,
0,,55000,,0,3,23,0,,,
0,,55000,,0,0,23,0,,,
1,,0,,1,0,22,0,,,
1,,15000,,1,0,22,0,,,
1,,20000,,10,0,25,0,,,
1,,30000,,0,0,23,0,,,
1,,35000,,10,3,25,0,,,
1,,25000,,0,3,23,0,,,
1,,55000,,0,0,23,0,,,
1,,55000,,0,3,23,0,,,
2,,0,,5,2,0,0,,,
2,,10000,,12,0,25,0,,,
2,,25000,,1,0,23,0,,,
2,,40000,,14,0,10,0,,,
2,,55000,,0,0,23,0,,,
3,,0,,10,3,25,0,,,
3,,30000,,1,3,23,0,,,
3,,40000,,1,3,23,0,,,
3,,50000,,6,2,2,0,,,
3,,20000,,6,2,2,0,,,
4,,0,,14,1,10,0,,,
4,,25000,,14,1,10,0,,,
4,,15000,,0,1,23,0,,,
4,,35000,,14,1,10,0,,,
4,,45000,,9,1,20,0,,,
4,,20000,,9,0,20,0,,,
4,,50000,,9,0,20,0,,,
4,,30000,,9,2,20,0,,,
4,,60000,,9,2,20,0,,,
5,,0,,1,0,22,0,,,
5,,0,,1,1,22,0,,,
5,,0,,1,2,22,0,,,
5,,0,,1,3,22,0,,,
5,,0,,10,0,23,0,,,
5,,0,,10,1,23,0,,,
5,,0,,10,2,23,0,,,
5,,0,,14,3,10,0,,,
5,,15000,,1,2,23,0,,,
5,,15000,,1,3,23,0,,,
5,,20000,,14,2,10,0,,,
5,,25000,,1,2,23,0,,,
5,,35000,,9,2,20,0,,,
5,,50000,,0,0,23,0,,,
5,,50000,,0,1,23,0,,,
5,,50000,,0,3,23,0,,,
6,,0,,6,1,2,0,,,
6,,0,,6,2,2,0,,,
6,,15000,,22,0,21,0,,,
6,,15000,,22,2,21,0,,,
6,,30000,,1,0,23,0,,,
6,,30000,,1,3,23,0,,,
6,,30000,,1,9,23,0,,,
6,,45000,,22,0,21,0,,,
6,,45000,,22,2,21,0,,,
6,,55000,,22,2,21,0,,,
7,,0,,6,2,2,0,,,
7,,25000,,6,2,2,0,,,
7,,25000,,6,0,2,0,,,
7,,45000,,6,2,2,0,,,
7,,55000,,6,1,2,0,,,
8,,0,,5,2,0,0,,,
8,,10000,,12,0,25,0,,,
8,,25000,,1,0,23,0,,,
8,,40000,,14,0,10,0,,,
8,,35000,,4,0,0,0,,,
8,,55000,,0,0,23,0,,,
