wave,no,is_last_in_wave,enemy_id,time,gate,formation_id,min_difficulty,money,health,delta_time
0,0,0,1,0,0,0,0,650,20,15000
0,1,0,1,800,0,0,0,,,
0,2,0,1,1600,0,0,0,,,
0,3,0,1,2400,0,0,0,,,
0,4,0,1,3200,0,0,0,,,
0,5,0,1,15000,0,0,0,,,
0,6,0,1,15800,0,0,0,,,
0,7,0,1,16600,0,0,0,,,
0,8,0,1,17400,0,0,0,,,
0,9,0,1,18200,0,0,0,,,
0,10,0,1,19000,0,0,0,,,
0,11,0,1,27000,0,0,0,,,
0,12,0,1,27800,0,0,0,,,
0,13,0,1,28600,0,0,0,,,
0,14,0,1,29400,0,0,0,,,
0,15,0,1,30200,0,0,0,,,
0,16,0,1,31000,0,0,0,,,
0,17,1,1,31800,0,0,0,,,
1,0,0,1,0,1,0,0,,,
1,1,0,1,800,1,0,0,,,
1,2,0,1,1600,1,0,0,,,
1,3,0,1,2400,1,0,0,,,
1,4,0,1,3200,1,0,0,,,
1,5,0,1,10000,1,0,0,,,
1,6,0,1,10800,1,0,0,,,
1,7,0,1,11600,1,0,0,,,
1,8,0,1,12400,1,0,0,,,
1,9,0,1,13200,1,0,0,,,
1,10,0,1,14000,1,0,0,,,
1,11,0,1,24000,1,0,0,,,
1,12,0,1,24800,1,0,0,,,
1,13,0,1,25600,1,0,0,,,
1,14,0,1,26400,1,0,0,,,
1,15,0,1,27200,1,0,0,,,
1,16,0,1,28000,1,0,0,,,
1,17,1,1,28800,1,0,0,,,
2,0,0,1,0,0,0,0,,,
2,1,0,1,800,0,0,0,,,
2,2,0,1,1600,0,0,0,,,
2,3,0,1,2400,0,0,0,,,
2,4,0,1,3200,0,0,0,,,
2,5,0,1,25000,0,0,0,,,
2,6,0,1,25800,0,0,0,,,
2,7,0,1,26600,0,0,0,,,
2,8,0,1,27400,0,0,0,,,
2,9,0,1,28200,0,0,0,,,
2,10,0,3,30000,0,0,0,,,
2,11,0,3,31500,0,0,0,,,
2,12,0,3,33000,0,0,0,,,
2,13,0,3,34500,0,0,0,,,
2,14,0,3,36000,0,0,0,,,
2,15,0,1,18000,1,0,0,,,
2,16,0,1,18800,1,0,0,,,
2,17,0,1,19600,1,0,0,,,
2,18,0,1,20400,1,0,0,,,
2,19,0,1,21200,1,0,0,,,
2,20,0,3,26000,1,0,0,,,
2,21,0,3,26800,1,0,0,,,
2,22,0,3,27600,1,0,0,,,
2,23,0,1,35000,1,0,0,,,
2,24,0,1,35800,1,0,0,,,
2,25,0,1,36600,1,0,0,,,
2,26,0,1,37400,1,0,0,,,
2,27,1,1,38200,1,0,0,,,
3,0,0,9,0,0,0,0,,,
3,1,0,9,3000,0,0,0,,,
3,2,0,9,5000,0,0,0,,,
3,3,0,9,27000,0,0,0,,,
3,4,0,9,28000,0,0,0,,,
3,5,0,9,29000,0,0,0,,,
3,6,0,9,30000,0,0,0,,,
3,7,0,3,35000,0,0,0,,,
3,8,0,3,36000,0,0,0,,,
3,9,0,3,37000,0,0,0,,,
3,10,1,3,38000,0,0,0,,,
3,11,0,1,18000,1,0,0,,,
3,12,0,1,18800,1,0,0,,,
3,13,0,1,19600,1,0,0,,,
3,14,0,1,20400,1,0,0,,,
3,15,0,1,21200,1,0,0,,,
3,16,0,1,22000,1,0,0,,,
4,0,0,1,0,0,0,0,,,
4,1,0,1,800,0,0,0,,,
4,2,0,1,1600,0,0,0,,,
4,3,0,1,2400,0,0,0,,,
4,4,0,1,3200,0,0,0,,,
4,5,0,1,10000,0,0,0,,,
4,6,0,1,10800,0,0,0,,,
4,7,0,1,11600,0,0,0,,,
4,8,0,3,30000,0,0,0,,,
4,9,0,3,30800,0,0,0,,,
4,10,0,3,31600,0,0,0,,,
4,11,0,3,32400,0,0,0,,,
4,12,0,9,20000,0,0,0,,,
4,13,0,9,20800,0,0,0,,,
4,14,0,9,21600,0,0,0,,,
4,15,0,9,22400,0,0,0,,,
4,16,0,1,12000,1,0,0,,,
4,17,0,1,12800,1,0,0,,,
4,18,0,1,13600,1,0,0,,,
4,19,0,1,14400,1,0,0,,,
4,20,0,1,15200,1,0,0,,,
4,21,0,9,31000,1,0,0,,,
4,22,0,9,32000,1,0,0,,,
4,23,0,9,33000,1,0,0,,,
4,24,0,9,34000,1,0,0,,,
4,25,0,1,40000,1,0,0,,,
4,26,0,1,40800,1,0,0,,,
4,27,0,1,41600,1,0,0,,,
4,28,0,1,42400,1,0,0,,,
4,29,1,1,43200,1,0,0,,,
5,0,0,1,0,1,0,0,,,
5,1,0,1,800,1,0,0,,,
5,2,0,1,1600,1,0,0,,,
5,3,0,1,2400,1,0,0,,,
5,4,0,1,3200,1,0,0,,,
5,5,0,9,10000,1,0,0,,,
5,6,0,9,11000,1,0,0,,,
5,7,0,9,12000,1,0,0,,,
5,8,0,9,13000,1,0,0,,,
5,9,0,9,14000,1,0,0,,,
5,10,0,3,20000,1,0,0,,,
5,11,0,3,20800,1,0,0,,,
5,12,0,3,21600,1,0,0,,,
5,13,0,3,22400,1,0,0,,,
5,14,0,3,23200,1,0,0,,,
5,15,0,9,27000,1,0,0,,,
5,16,0,9,28000,1,0,0,,,
5,17,0,9,29000,1,0,0,,,
5,18,0,9,30000,1,0,0,,,
5,19,0,9,31000,1,0,0,,,
5,20,0,3,36000,1,0,0,,,
5,21,0,3,36800,1,0,0,,,
5,22,0,3,37600,1,0,0,,,
5,23,0,3,38400,1,0,0,,,
5,24,0,3,39200,1,0,0,,,
5,25,0,3,40000,1,0,0,,,
5,26,1,3,40800,1,0,0,,,
6,0,0,14,0,0,0,0,,,
6,1,0,14,1500,0,0,0,,,
6,2,0,14,3000,0,0,0,,,
6,3,0,14,4500,0,0,0,,,
6,4,0,14,6000,0,0,0,,,
6,5,0,14,15000,0,0,0,,,
6,6,0,14,16500,0,0,0,,,
6,7,0,14,18000,0,0,0,,,
6,8,0,14,19500,0,0,0,,,
6,9,0,14,21000,0,0,0,,,
6,10,0,3,10000,0,0,0,,,
6,11,0,3,10800,0,0,0,,,
6,12,0,3,11600,0,0,0,,,
6,13,0,3,12400,0,0,0,,,
6,14,0,3,13200,0,0,0,,,
6,15,0,14,33000,0,0,0,,,
6,16,0,14,34500,0,0,0,,,
6,17,0,14,36000,0,0,0,,,
6,18,0,14,37500,0,0,0,,,
6,19,1,14,39000,0,0,0,,,
6,20,0,3,28000,0,0,0,,,
6,21,0,3,28800,0,0,0,,,
6,22,0,3,29600,0,0,0,,,
6,23,0,3,30400,0,0,0,,,
6,24,0,3,31200,0,0,0,,,
7,0,0,1,4000,0,0,0,,,
7,1,0,1,4800,0,0,0,,,
7,2,0,1,5600,0,0,0,,,
7,3,0,1,6400,0,0,0,,,
7,4,0,1,7200,0,0,0,,,
7,5,0,9,15000,0,0,0,,,
7,6,0,9,16000,0,0,0,,,
7,7,0,9,17000,0,0,0,,,
7,8,0,9,18000,0,0,0,,,
7,9,0,9,19000,0,0,0,,,
7,10,0,14,40000,0,0,0,,,
7,11,0,14,41500,0,0,0,,,
7,12,0,14,43000,0,0,0,,,
7,13,0,14,44500,0,0,0,,,
7,14,1,14,46000,0,0,0,,,
7,15,0,3,30000,0,0,0,,,
7,16,0,3,30800,0,0,0,,,
7,17,0,3,31600,0,0,0,,,
7,18,0,3,32400,0,0,0,,,
7,19,0,3,33200,0,0,0,,,
7,20,0,1,0,1,0,0,,,
7,21,0,1,800,1,0,0,,,
7,22,0,1,1600,1,0,0,,,
7,23,0,1,2400,1,0,0,,,
7,24,0,1,3200,1,0,0,,,
7,25,0,14,20000,1,0,0,,,
7,26,0,14,21500,1,0,0,,,
7,27,0,14,23000,1,0,0,,,
7,28,0,14,24500,1,0,0,,,
7,29,0,14,26000,1,0,0,,,
7,30,0,3,12000,1,0,0,,,
7,31,0,3,12800,1,0,0,,,
7,32,0,3,13600,1,0,0,,,
7,33,0,3,14400,1,0,0,,,
7,34,0,3,15200,1,0,0,,,
7,35,0,9,40000,1,0,0,,,
7,36,0,9,41000,1,0,0,,,
7,37,0,9,42000,1,0,0,,,
7,38,0,9,43000,1,0,0,,,
7,39,0,9,44000,1,0,0,,,
7,40,0,3,35000,1,0,0,,,
7,41,0,3,35800,1,0,0,,,
7,42,0,3,36600,1,0,0,,,
7,43,0,3,37400,1,0,0,,,
7,44,0,3,38200,1,0,0,,,
8,0,0,1,0,0,0,0,,,
8,1,0,1,800,0,0,0,,,
8,2,0,1,1600,0,0,0,,,
8,3,0,1,2400,0,0,0,,,
8,4,0,1,3200,0,0,0,,,
8,5,0,1,4000,0,0,0,,,
8,6,0,1,4800,0,0,0,,,
8,7,0,1,15000,0,0,0,,,
8,8,0,1,15800,0,0,0,,,
8,9,0,1,16600,0,0,0,,,
8,10,0,1,17400,0,0,0,,,
8,11,0,1,18200,0,0,0,,,
8,12,0,1,19000,0,0,0,,,
8,13,0,1,19800,0,0,0,,,
8,14,0,3,5000,1,0,0,,,
8,15,0,3,5800,1,0,0,,,
8,16,0,3,6600,1,0,0,,,
8,17,0,3,7400,1,0,0,,,
8,18,0,3,8200,1,0,0,,,
8,19,0,3,9000,1,0,0,,,
