wave,no,time,is_last_in_wave,enemy_id,gate,formation_id,min_difficulty,money,health,delta_time
0,0,33000,0,1,0,0,0,320,20,15000
0,1,33800,0,1,0,0,0,,,
0,2,34600,0,1,0,0,0,,,
0,3,35400,0,1,0,0,0,,,
0,4,36200,1,1,0,0,0,,,
0,5,0,0,0,0,0,0,,,
0,6,400,0,0,0,0,0,,,
0,7,800,0,0,0,0,0,,,
0,8,1200,0,0,0,0,0,,,
0,9,1600,0,0,0,0,0,,,
0,10,2000,0,0,0,0,0,,,
0,11,2400,0,0,0,0,0,,,
0,12,2800,0,0,0,0,0,,,
0,13,3200,0,0,0,0,0,,,
0,14,3600,0,0,0,0,0,,,
0,15,12000,0,0,0,0,0,,,
0,16,12300,0,0,0,0,0,,,
0,17,12600,0,0,0,0,0,,,
0,18,12900,0,0,0,0,0,,,
0,19,13200,0,0,0,0,0,,,
0,20,23100,0,0,0,0,0,,,
0,21,23800,0,0,0,0,0,,,
0,22,24500,0,0,0,0,0,,,
0,23,25200,0,0,0,0,0,,,
0,24,25900,0,0,0,0,0,,,
1,0,0,0,0,0,0,0,,,
1,1,350,0,0,0,0,0,,,
1,2,700,0,0,0,0,0,,,
1,3,1050,0,0,0,0,0,,,
1,4,1400,0,0,0,0,0,,,
1,5,1750,0,0,0,0,0,,,
1,6,2100,0,0,0,0,0,,,
1,7,2450,0,0,0,0,0,,,
1,8,2800,0,0,0,0,0,,,
1,9,3150,0,0,0,0,0,,,
1,10,15000,0,0,0,0,0,,,
1,11,15350,0,0,0,0,0,,,
1,12,15700,0,0,0,0,0,,,
1,13,16050,0,0,0,0,0,,,
1,14,16400,0,0,0,0,0,,,
1,15,16750,0,0,0,0,0,,,
1,16,17100,0,0,0,0,0,,,
1,17,17450,0,0,0,0,0,,,
1,18,17800,0,0,0,0,0,,,
1,19,18150,0,0,0,0,0,,,
1,20,35000,0,0,0,0,0,,,
1,21,35350,0,0,0,0,0,,,
1,22,35700,0,0,0,0,0,,,
1,23,36050,0,0,0,0,0,,,
1,24,36400,0,0,0,0,0,,,
1,25,36750,0,0,0,0,0,,,
1,26,37100,0,0,0,0,0,,,
1,27,37450,0,0,0,0,0,,,
1,28,37800,0,0,0,0,0,,,
1,29,38150,1,0,0,0,0,,,
1,30,27050,0,0,1,0,0,,,
1,31,27400,0,0,1,0,0,,,
1,32,27750,0,0,1,0,0,,,
1,33,28100,0,0,1,0,0,,,
1,34,28450,0,0,1,0,0,,,
1,35,28800,0,0,1,0,0,,,
1,36,29150,0,0,1,0,0,,,
1,37,18000,0,1,1,0,0,,,
1,38,18800,0,1,1,0,0,,,
2,0,2000,0,0,0,0,0,,,
2,1,2300,0,0,0,0,0,,,
2,2,2600,0,0,0,0,0,,,
2,3,2900,0,0,0,0,0,,,
2,4,3200,0,0,0,0,0,,,
2,5,3500,0,0,0,0,0,,,
2,6,15000,0,0,0,0,0,,,
2,7,15300,0,0,0,0,0,,,
2,8,15600,0,0,0,0,0,,,
2,9,15900,0,0,0,0,0,,,
2,10,16200,0,0,0,0,0,,,
2,11,16500,0,0,0,0,0,,,
2,12,2000,0,4,1,0,0,,,
2,13,17000,0,4,1,0,0,,,
2,14,24000,0,1,1,0,0,,,
2,15,25000,0,1,1,0,0,,,
2,16,26000,0,1,1,0,0,,,
2,17,27000,1,1,1,0,0,,,
3,0,0,0,1,1,0,0,,,
3,1,800,0,1,1,0,0,,,
3,2,1600,0,1,1,0,0,,,
3,3,2400,0,1,1,0,0,,,
3,4,3200,0,1,1,0,0,,,
3,5,13000,0,1,1,0,0,,,
3,6,13800,0,1,1,0,0,,,
3,7,14600,0,1,1,0,0,,,
3,8,15400,0,1,1,0,0,,,
3,9,23600,0,1,1,0,0,,,
3,10,24200,0,1,1,0,0,,,
3,11,24800,0,1,1,0,0,,,
3,12,25400,0,1,1,0,0,,,
3,13,0,0,4,1,0,0,,,
3,14,27000,0,4,1,0,0,,,
3,15,6000,0,0,0,0,0,,,
3,16,6300,0,0,0,0,0,,,
3,17,6600,0,0,0,0,0,,,
3,18,6900,0,0,0,0,0,,,
3,19,7200,0,0,0,0,0,,,
3,20,7500,0,0,0,0,0,,,
3,21,27000,0,0,0,0,0,,,
3,22,27300,0,0,0,0,0,,,
3,23,27600,0,0,0,0,0,,,
3,24,27900,0,0,0,0,0,,,
3,25,28200,0,0,0,0,0,,,
3,26,28500,1,0,0,0,0,,,
4,0,0,0,0,0,0,0,,,
4,1,400,0,0,0,0,0,,,
4,2,800,0,0,0,0,0,,,
4,3,1200,0,0,0,0,0,,,
4,4,1600,0,0,0,0,0,,,
4,5,2000,0,0,0,0,0,,,
4,6,2400,0,0,0,0,0,,,
4,7,2800,0,0,0,0,0,,,
4,8,3200,0,0,0,0,0,,,
4,9,3600,0,0,0,0,0,,,
4,10,20000,0,0,0,0,0,,,
4,11,20500,0,0,0,0,0,,,
4,12,21000,0,0,0,0,0,,,
4,13,21500,0,0,0,0,0,,,
4,14,22000,0,0,0,0,0,,,
4,15,22500,0,0,0,0,0,,,
4,16,23000,0,0,0,0,0,,,
4,17,23500,0,0,0,0,0,,,
4,18,24000,0,0,0,0,0,,,
4,19,24500,0,0,0,0,0,,,
4,20,33000,0,0,0,0,0,,,
4,21,33300,0,0,0,0,0,,,
4,22,33600,0,0,0,0,0,,,
4,23,33900,0,0,0,0,0,,,
4,24,34200,0,0,0,0,0,,,
4,25,34500,0,0,0,0,0,,,
4,26,34800,0,0,0,0,0,,,
4,27,35100,0,0,0,0,0,,,
4,28,35400,0,0,0,0,0,,,
4,29,35700,0,0,0,0,0,,,
4,30,40000,0,2,0,0,0,,,
4,31,40500,0,2,0,0,0,,,
4,32,41000,0,2,0,0,0,,,
4,33,41500,0,2,0,0,0,,,
4,34,42000,1,2,0,0,0,,,
4,35,20000,0,4,0,0,0,,,
4,36,35000,0,4,0,0,0,,,
5,0,100,0,0,1,0,0,,,
5,1,500,0,0,1,0,0,,,
5,2,900,0,0,1,0,0,,,
5,3,1300,0,0,1,0,0,,,
5,4,1700,0,0,1,0,0,,,
5,5,7100,0,0,1,0,0,,,
5,6,7500,0,0,1,0,0,,,
5,7,22800,0,0,1,0,0,,,
5,8,23200,0,0,1,0,0,,,
5,9,23600,0,0,1,0,0,,,
5,10,24000,0,0,1,0,0,,,
5,11,24400,0,0,1,0,0,,,
5,12,24800,0,0,1,0,0,,,
5,13,0,0,1,1,0,0,,,
5,14,100,0,1,1,0,0,,,
5,15,300,0,1,1,0,0,,,
5,16,7000,0,1,1,0,0,,,
5,17,7100,0,1,1,0,0,,,
5,18,7300,0,1,1,0,0,,,
5,19,20300,0,1,1,0,0,,,
5,20,20600,0,1,1,0,0,,,
5,21,27400,0,1,1,0,0,,,
5,22,27600,0,1,1,0,0,,,
5,23,27800,1,1,1,0,0,,,
5,24,5000,0,4,1,0,0,,,
6,0,35000,0,1,1,0,0,,,
6,1,35800,0,1,1,0,0,,,
6,2,36600,0,1,1,0,0,,,
6,3,37400,0,1,1,0,0,,,
6,4,11500,0,2,1,0,0,,,
6,5,12000,0,2,1,0,0,,,
6,6,12500,0,2,1,0,0,,,
6,7,13000,0,2,1,0,0,,,
6,8,13500,0,2,1,0,0,,,
6,9,53000,0,6,3,0,0,,,
6,10,55000,0,6,3,0,0,,,
6,11,57000,0,6,3,0,0,,,
6,12,59000,1,6,3,0,0,,,
6,13,0,0,1,0,0,0,,,
6,14,800,0,1,0,0,0,,,
6,15,1600,0,1,0,0,0,,,
6,16,2200,0,1,0,0,0,,,
6,17,2800,0,1,0,0,0,,,
6,18,30000,0,1,0,0,0,,,
6,19,30800,0,1,0,0,0,,,
6,20,31600,0,1,0,0,0,,,
6,21,10000,0,2,0,0,0,,,
6,22,11000,0,2,0,0,0,,,
