wave,no,time,is_last_in_wave,enemy_id,gate,formation_id,min_difficulty,money,health,delta_time
0,,0,,0,0,0,0,350,20,15000
0,,1000,,0,0,0,0,,,
0,,2000,,0,0,0,0,,,
1,,0,,0,1,0,0,,,
1,,1000,,0,1,0,0,,,
1,,2000,,0,1,0,0,,,
1,,6000,,0,0,0,0,,,
1,,7000,,0,0,0,0,,,
1,,8000,,0,0,0,0,,,
2,,6000,,0,1,0,0,,,
2,,7000,,0,1,0,0,,,
2,,8000,,0,1,0,0,,,
2,,13000,,0,1,0,0,,,
2,,14000,,0,1,0,0,,,
2,,15000,,0,1,0,0,,,
2,,0,,0,0,0,0,,,
2,,1000,,0,0,0,0,,,
2,,2000,,0,0,0,0,,,
3,,3000,,0,0,0,0,,,
3,,4000,,0,0,0,0,,,
3,,5000,,0,0,0,0,,,
3,,9000,,1,0,0,0,,,
4,,5000,,1,1,0,0,,,
4,,10000,,1,1,0,0,,,
5,,4000,,0,0,0,0,,,
5,,5000,,0,0,0,0,,,
5,,6000,,0,0,0,0,,,
5,,7000,,0,0,0,0,,,
5,,13800,,1,1,0,0,,,
5,,14500,,0,1,0,0,,,
5,,15300,,0,1,0,0,,,
5,,16100,,0,1,0,0,,,
5,,16900,,0,1,0,0,,,
5,,17700,,0,1,0,0,,,
6,,5000,,0,0,0,0,,,
6,,5800,,0,0,0,0,,,
6,,6600,,0,0,0,0,,,
6,,7400,,0,0,0,0,,,
6,,8200,,0,0,0,0,,,
6,,16500,,1,1,0,0,,,
6,,17600,,0,1,0,0,,,
6,,18400,,0,1,0,0,,,
6,,19200,,0,1,0,0,,,
6,,22000,,0,0,0,0,,,
6,,22800,,0,0,0,0,,,
6,,23600,,0,0,0,0,,,
6,,24400,,0,0,0,0,,,
6,,35500,,1,0,0,0,,,
6,,36000,,0,0,0,0,,,
6,,36500,,0,0,0,0,,,
6,,37000,,0,0,0,0,,,
6,,37500,,0,0,0,0,,,
6,,38000,,0,0,0,0,,,
