wave,no,is_last_in_wave,enemy_id,time,gate,formation_id,min_difficulty,money,health,delta_time
0,0,0,10,0,1,0,0,1050,20,15000
0,1,0,10,4000,1,0,0,,,
0,2,0,10,8000,1,0,0,,,
0,3,0,10,0,1,0,0,,,
0,4,0,10,18000,1,0,0,,,
0,5,0,10,22000,1,0,0,,,
0,6,1,10,26000,1,0,0,,,
0,7,0,10,18000,1,0,0,,,
1,0,0,10,0,0,0,0,,,
1,1,0,10,4000,0,0,0,,,
1,2,0,10,8000,0,0,0,,,
1,3,0,10,0,0,0,0,,,
1,4,0,10,15000,0,0,0,,,
1,5,0,10,19000,0,0,0,,,
1,6,1,10,23000,0,0,0,,,
1,7,0,10,15000,0,0,0,,,
2,0,0,12,0,0,0,0,,,
2,1,0,12,4000,0,0,0,,,
2,2,0,12,8000,0,0,0,,,
2,3,0,15,0,0,0,0,,,
2,4,0,12,30000,0,0,0,,,
2,5,0,12,34000,0,0,0,,,
2,6,1,12,38000,0,0,0,,,
2,7,0,12,10000,1,0,0,,,
2,8,0,12,14000,1,0,0,,,
2,9,0,12,18000,1,0,0,,,
2,10,0,12,25000,1,0,0,,,
2,11,0,12,29000,1,0,0,,,
2,12,0,12,33000,1,0,0,,,
3,0,0,12,10000,0,0,0,,,
3,1,0,12,14000,0,0,0,,,
3,2,0,12,18000,0,0,0,,,
3,3,0,15,10000,0,0,0,,,
3,4,0,9,5000,1,0,0,,,
3,5,0,9,6000,1,0,0,,,
3,6,0,9,7000,1,0,0,,,
3,7,0,9,8000,1,0,0,,,
3,8,0,9,9000,1,0,0,,,
3,9,0,15,0,1,0,0,,,
3,10,0,9,25000,1,0,0,,,
3,11,0,9,26000,1,0,0,,,
3,12,0,9,27000,1,0,0,,,
3,13,0,9,28000,1,0,0,,,
3,14,1,9,29000,1,0,0,,,
3,15,0,15,20000,1,0,0,,,
4,0,0,9,4000,0,0,0,,,
4,1,0,9,6000,0,0,0,,,
4,2,0,9,8000,0,0,0,,,
4,3,0,9,36000,0,0,0,,,
4,4,1,9,38000,0,0,0,,,
4,5,0,15,30000,0,0,0,,,
4,6,0,12,5000,1,0,0,,,
4,7,0,12,7000,1,0,0,,,
4,8,0,12,9000,1,0,0,,,
4,9,0,9,30000,1,0,0,,,
4,10,0,9,32000,1,0,0,,,
4,11,0,9,33000,1,0,0,,,
5,0,0,12,5000,0,0,0,,,
5,1,0,12,7000,0,0,0,,,
5,2,0,12,9000,0,0,0,,,
5,3,0,15,15000,0,0,0,,,
5,4,0,9,30000,0,0,0,,,
5,5,0,9,32000,0,0,0,,,
5,6,0,9,33000,0,0,0,,,
5,7,0,9,34000,0,0,0,,,
5,8,0,15,30000,0,0,0,,,
5,9,0,12,0,1,0,0,,,
5,10,0,12,2000,1,0,0,,,
5,11,0,12,4000,1,0,0,,,
5,12,0,9,15000,1,0,0,,,
5,13,0,9,17000,1,0,0,,,
5,14,0,9,19000,1,0,0,,,
5,15,0,9,36000,1,0,0,,,
5,16,0,9,38000,1,0,0,,,
5,17,1,9,39000,1,0,0,,,
5,18,0,15,35000,1,0,0,,,
6,0,0,6,0,0,0,0,,,
6,1,0,6,1500,0,0,0,,,
6,2,0,6,3000,0,0,0,,,
6,3,0,6,4500,0,0,0,,,
6,4,0,6,6000,0,0,0,,,
6,5,0,6,20000,0,0,0,,,
6,6,0,6,21500,0,0,0,,,
6,7,0,6,23000,0,0,0,,,
6,8,0,6,24500,0,0,0,,,
6,9,0,6,26000,0,0,0,,,
6,10,0,6,35000,0,0,0,,,
6,11,0,6,36500,0,0,0,,,
6,12,0,6,38000,0,0,0,,,
6,13,0,6,39500,0,0,0,,,
6,14,0,6,41000,0,0,0,,,
6,15,0,6,10000,1,0,0,,,
6,16,0,6,11500,1,0,0,,,
6,17,0,6,13000,1,0,0,,,
6,18,0,6,14500,1,0,0,,,
6,19,0,6,16000,1,0,0,,,
6,20,0,6,25000,1,0,0,,,
6,21,0,6,26500,1,0,0,,,
6,22,0,6,28000,1,0,0,,,
6,23,0,6,29500,1,0,0,,,
6,24,0,6,31000,1,0,0,,,
6,25,0,6,38000,1,0,0,,,
6,26,0,6,39500,1,0,0,,,
6,27,0,6,41000,1,0,0,,,
6,28,0,6,42500,1,0,0,,,
6,29,1,6,44000,1,0,0,,,
7,0,0,12,0,0,0,0,,,
7,1,0,12,4000,0,0,0,,,
7,2,0,6,10000,0,0,0,,,
7,3,0,6,11500,0,0,0,,,
7,4,0,6,13000,0,0,0,,,
7,5,0,6,14500,0,0,0,,,
7,6,0,6,16000,0,0,0,,,
7,7,0,15,25000,0,0,0,,,
7,8,0,15,29000,0,0,0,,,
7,9,0,6,30000,0,0,0,,,
7,10,0,6,31500,0,0,0,,,
7,11,0,6,33000,0,0,0,,,
7,12,0,6,34500,0,0,0,,,
7,13,0,6,36000,0,0,0,,,
7,14,0,15,40000,0,0,0,,,
7,15,0,9,42000,0,0,0,,,
7,16,0,9,43000,0,0,0,,,
7,17,0,9,44000,0,0,0,,,
7,18,0,9,45000,0,0,0,,,
7,19,1,9,46000,0,0,0,,,
7,20,0,12,0,1,0,0,,,
7,21,0,12,4000,1,0,0,,,
7,22,0,6,10000,1,0,0,,,
7,23,0,6,11500,1,0,0,,,
