wave,no,is_last_in_wave,enemy_id,time,gate,formation_id,min_difficulty,money,health,delta_time
0,0,0,3,0,1,0,0,650,20,15000
0,1,0,3,800,1,0,0,,,
0,2,0,3,1600,1,0,0,,,
0,3,0,3,2400,1,0,0,,,
0,4,0,3,3200,1,0,0,,,
0,5,0,3,4000,1,0,0,,,
0,6,0,3,12000,1,0,0,,,
0,7,0,3,12800,1,0,0,,,
0,8,0,3,13600,1,0,0,,,
0,9,0,3,17000,1,0,0,,,
0,10,0,3,17800,1,0,0,,,
0,11,0,3,18600,1,0,0,,,
0,12,0,3,27000,1,0,0,,,
0,13,0,3,27800,1,0,0,,,
0,14,0,3,28600,1,0,0,,,
0,15,0,3,29400,1,0,0,,,
0,16,0,3,30200,1,0,0,,,
0,17,0,3,33000,1,0,0,,,
0,18,1,3,34000,1,0,0,,,
1,0,0,3,0,1,0,0,,,
1,1,0,3,800,1,0,0,,,
1,2,0,3,1600,1,0,0,,,
1,3,0,3,2400,1,0,0,,,
1,4,0,3,3200,1,0,0,,,
1,5,0,9,17000,1,0,0,,,
1,6,0,9,18000,1,0,0,,,
1,7,0,9,19000,1,0,0,,,
1,8,0,3,28000,1,0,0,,,
1,9,0,3,28800,1,0,0,,,
1,10,0,3,29600,1,0,0,,,
1,11,0,3,30400,1,0,0,,,
1,12,0,3,31200,1,0,0,,,
1,13,0,3,32000,1,0,0,,,
1,14,0,9,38000,1,0,0,,,
1,15,0,9,39000,1,0,0,,,
1,16,1,9,40000,1,0,0,,,
1,17,0,3,13000,2,0,0,,,
1,18,0,3,13800,2,0,0,,,
1,19,0,3,14600,2,0,0,,,
1,20,0,3,15400,2,0,0,,,
2,0,0,3,0,1,0,0,,,
2,1,0,3,800,1,0,0,,,
2,2,0,3,1600,1,0,0,,,
2,3,0,3,2400,1,0,0,,,
2,4,0,3,3200,1,0,0,,,
2,5,0,3,10000,1,0,0,,,
2,6,0,3,10800,1,0,0,,,
2,7,0,3,11600,1,0,0,,,
2,8,0,3,12400,1,0,0,,,
2,9,0,9,20000,1,0,0,,,
2,10,0,9,21000,1,0,0,,,
2,11,0,9,22000,1,0,0,,,
2,12,0,3,30000,1,0,0,,,
2,13,0,3,30800,1,0,0,,,
2,14,0,3,31600,1,0,0,,,
2,15,0,3,32400,1,0,0,,,
2,16,0,9,36000,1,0,0,,,
2,17,0,9,37000,1,0,0,,,
2,18,0,9,38000,1,0,0,,,
2,19,0,3,15000,2,0,0,,,
2,20,0,3,15800,2,0,0,,,
2,21,0,3,16600,2,0,0,,,
2,22,0,3,17400,2,0,0,,,
2,23,0,3,36600,2,0,0,,,
2,24,0,3,37400,2,0,0,,,
2,25,1,3,37400,2,0,0,,,
3,0,0,12,0,0,0,0,,,
3,1,0,12,15000,0,0,0,,,
3,2,0,12,30000,0,0,0,,,
3,3,1,12,40000,0,0,0,,,
4,0,0,12,20000,0,0,0,,,
4,1,0,12,28000,0,0,0,,,
4,2,0,12,36000,0,0,0,,,
4,3,0,12,44000,0,0,0,,,
4,4,1,12,52000,0,0,0,,,
4,5,0,3,0,1,0,0,,,
