wave,no,time,is_last_in_wave,enemy_id,gate,formation_id,min_difficulty,money,health,delta_time
0,0,0,0,0,0,0,0,300,20,15000
0,1,500,0,0,0,0,0,,,
0,2,1000,0,0,0,0,0,,,
0,3,9000,0,0,0,0,0,,,
0,4,9500,0,0,0,0,0,,,
0,5,10000,0,0,0,0,0,,,
0,6,6000,0,0,1,0,0,,,
0,7,6500,0,0,1,0,0,,,
0,8,7000,0,0,1,0,0,,,
0,9,7500,0,0,1,0,0,,,
0,10,14000,0,0,1,0,0,,,
0,11,14500,0,0,1,0,0,,,
0,12,15000,1,0,1,0,0,,,
1,0,0,0,0,0,0,0,,,
1,1,500,0,0,0,0,0,,,
1,2,1000,0,0,0,0,0,,,
1,3,1500,0,0,0,0,0,,,
1,4,7000,0,0,0,0,0,,,
1,5,7500,0,0,0,0,0,,,
1,6,8000,0,0,0,0,0,,,
1,7,7000,0,1,1,0,0,,,
1,8,18000,0,1,1,0,0,,,
1,9,22000,0,1,1,0,0,,,
1,10,26000,1,1,1,0,0,,,
2,0,0,0,0,0,0,0,,,
2,1,500,0,0,0,0,0,,,
2,2,1000,0,0,0,0,0,,,
2,3,1500,0,0,0,0,0,,,
2,4,14000,0,0,0,0,0,,,
2,5,14500,0,0,0,0,0,,,
2,6,15000,0,0,0,0,0,,,
2,7,15500,0,0,0,0,0,,,
2,8,16000,0,0,0,0,0,,,
2,9,6000,0,0,1,0,0,,,
2,10,6500,0,0,1,0,0,,,
2,11,7000,0,0,1,0,0,,,
2,12,7500,0,0,1,0,0,,,
2,13,15000,0,1,1,0,0,,,
2,14,25000,0,1,1,0,0,,,
2,15,26000,0,1,1,0,0,,,
2,16,27000,1,1,1,0,0,,,
3,0,10000,0,0,0,0,0,,,
3,1,10500,0,0,0,0,0,,,
3,2,11000,0,0,0,0,0,,,
3,3,11500,0,0,0,0,0,,,
3,4,18000,0,0,0,0,0,,,
3,5,18500,0,0,0,0,0,,,
3,6,19000,0,0,0,0,0,,,
3,7,19500,0,0,0,0,0,,,
3,8,22000,0,1,0,0,0,,,
3,9,5000,0,2,1,0,0,,,
3,10,5500,0,2,1,0,0,,,
3,11,6000,0,2,1,0,0,,,
3,12,6500,0,2,1,0,0,,,
3,13,22000,0,0,1,0,0,,,
3,14,22500,0,0,1,0,0,,,
3,15,23000,0,0,1,0,0,,,
3,16,23500,0,0,1,0,0,,,
3,17,24000,1,0,1,0,0,,,
4,0,5000,0,0,1,0,0,,,
4,1,5500,0,0,1,0,0,,,
4,2,6000,0,0,1,0,0,,,
4,3,6500,0,0,1,0,0,,,
4,4,7000,0,0,1,0,0,,,
4,5,7500,0,0,1,0,0,,,
4,6,12000,0,1,1,0,0,,,
4,7,14000,0,1,1,0,0,,,
4,8,22000,0,0,1,0,0,,,
4,9,22400,0,0,1,0,0,,,
4,10,22800,0,0,1,0,0,,,
4,11,23200,0,0,1,0,0,,,
4,12,23600,0,0,1,0,0,,,
4,13,17000,0,2,0,0,0,,,
4,14,18000,0,2,0,0,0,,,
4,15,19000,0,2,0,0,0,,,
4,16,28000,0,1,0,0,0,,,
4,17,30000,0,1,0,0,0,,,
4,18,32000,0,1,0,0,0,,,
4,19,33000,0,2,0,0,0,,,
4,20,34500,0,2,0,0,0,,,
4,21,36000,0,2,0,0,0,,,
4,22,37500,1,2,0,0,0,,,
5,0,3000,0,0,0,0,0,,,
5,1,3500,0,0,0,0,0,,,
5,2,4000,0,0,0,0,0,,,
5,3,4500,0,0,0,0,0,,,
5,4,5000,0,0,0,0,0,,,
5,5,20000,0,1,0,0,0,,,
5,6,25000,0,0,0,0,0,,,
5,7,25500,0,0,0,0,0,,,
5,8,26000,0,0,0,0,0,,,
5,9,26500,0,0,0,0,0,,,
5,10,19000,0,0,1,0,0,,,
5,11,19400,0,0,1,0,0,,,
5,12,19800,0,0,1,0,0,,,
5,13,20200,0,0,1,0,0,,,
5,14,20600,0,0,1,0,0,,,
5,15,21000,0,0,1,0,0,,,
5,16,21400,0,0,1,0,0,,,
5,17,25000,0,2,1,0,0,,,
5,18,28000,0,2,1,0,0,,,
5,19,29000,1,1,1,0,0,,,
6,0,0,0,1,0,0,0,,,
6,1,1000,0,1,0,0,0,,,
6,2,5000,0,1,0,0,0,,,
6,3,9000,0,0,0,0,0,,,
6,4,9500,0,0,0,0,0,,,
6,5,10000,0,0,0,0,0,,,
6,6,10500,0,0,0,0,0,,,
6,7,14000,0,1,0,0,0,,,
6,8,14500,0,1,0,0,0,,,
6,9,32000,0,0,0,0,0,,,
6,10,32500,0,0,0,0,0,,,
6,11,33000,0,0,0,0,0,,,
6,12,33500,0,0,0,0,0,,,
6,13,34000,0,0,0,0,0,,,
6,14,34500,0,0,0,0,0,,,
6,15,5000,0,0,1,0,0,,,
6,16,5500,0,0,1,0,0,,,
6,17,6000,0,0,1,0,0,,,
6,18,13000,0,1,1,0,0,,,
6,19,13500,0,1,1,0,0,,,
6,20,22000,0,1,1,0,0,,,
6,21,23000,0,1,1,0,0,,,
6,22,24000,0,1,1,0,0,,,
6,23,33000,0,1,1,0,0,,,
6,24,34000,0,1,1,0,0,,,
6,25,35000,0,1,1,0,0,,,
6,26,19000,0,2,1,0,0,,,
6,27,19500,0,2,1,0,0,,,
6,28,20000,0,2,1,0,0,,,
6,29,37000,0,2,1,0,0,,,
6,30,38000,0,2,1,0,0,,,
6,31,39000,1,2,1,0,0,,,
