wave,no,time,is_last_in_wave,enemy_id,gate,formation_id,min_difficulty,money,health,delta_time
0,0,0,0,1,0,0,0,380,20,15000
0,1,800,0,1,0,0,0,,,
0,2,1600,0,1,0,0,0,,,
0,3,2400,0,1,0,0,0,,,
0,4,3200,0,1,0,0,0,,,
0,5,12000,0,1,0,0,0,,,
0,6,12800,0,1,0,0,0,,,
0,7,13600,0,1,0,0,0,,,
0,8,14400,0,1,0,0,0,,,
0,9,15200,0,1,0,0,0,,,
0,10,25000,0,1,0,0,0,,,
0,11,25800,0,1,0,0,0,,,
0,12,26600,0,1,0,0,0,,,
0,13,27400,0,1,0,0,0,,,
0,14,28200,1,1,0,0,0,,,
1,0,22000,0,2,2,0,0,,,
1,1,23000,0,2,2,0,0,,,
1,2,24000,0,2,2,0,0,,,
1,3,25000,0,2,2,0,0,,,
1,4,43000,0,2,2,0,0,,,
1,5,44200,0,2,2,0,0,,,
1,6,45400,0,2,2,0,0,,,
1,7,46600,0,2,2,0,0,,,
1,8,47800,1,2,2,0,0,,,
1,9,0,0,1,1,0,0,,,
1,10,800,0,1,1,0,0,,,
1,11,1600,0,1,1,0,0,,,
1,12,2400,0,1,1,0,0,,,
1,13,3200,0,1,1,0,0,,,
1,14,18000,0,1,1,0,0,,,
1,15,18800,0,1,1,0,0,,,
1,16,19600,0,1,1,0,0,,,
1,17,20400,0,1,1,0,0,,,
1,18,32000,0,1,1,0,0,,,
1,19,32800,0,1,1,0,0,,,
1,20,33600,0,1,1,0,0,,,
1,21,34400,0,1,1,0,0,,,
1,22,35200,0,1,1,0,0,,,
2,0,0,0,1,2,0,0,,,
2,1,1000,0,1,2,0,0,,,
2,2,2000,0,1,2,0,0,,,
2,3,3000,0,1,2,0,0,,,
2,4,4000,0,1,2,0,0,,,
2,5,20000,0,1,2,0,0,,,
2,6,20800,0,1,2,0,0,,,
2,7,21600,0,1,2,0,0,,,
2,8,22400,0,1,2,0,0,,,
2,9,23200,0,1,2,0,0,,,
2,10,24000,0,1,2,0,0,,,
2,11,24800,0,1,2,0,0,,,
2,12,38000,0,1,2,0,0,,,
2,13,38800,0,1,2,0,0,,,
2,14,39600,0,1,2,0,0,,,
2,15,40400,0,1,2,0,0,,,
2,16,41200,0,1,2,0,0,,,
2,17,42000,0,1,2,0,0,,,
2,18,42800,1,1,2,0,0,,,
2,19,10000,0,2,0,0,0,,,
2,20,10800,0,2,0,0,0,,,
2,21,11600,0,2,0,0,0,,,
2,22,12400,0,2,0,0,0,,,
2,23,13200,0,2,0,0,0,,,
2,24,18000,0,0,0,0,0,,,
2,25,18900,0,0,0,0,0,,,
2,26,19800,0,0,0,0,0,,,
2,27,20700,0,0,0,0,0,,,
2,28,21600,0,0,0,0,0,,,
2,29,33000,0,2,0,0,0,,,
2,30,33800,0,2,0,0,0,,,
2,31,34600,0,2,0,0,0,,,
2,32,35400,0,2,0,0,0,,,
2,33,36200,0,2,0,0,0,,,
2,34,37000,0,2,0,0,0,,,
2,35,37800,0,2,0,0,0,,,
3,0,0,0,1,1,0,0,,,
3,1,800,0,1,1,0,0,,,
3,2,1600,0,1,1,0,0,,,
3,3,2400,0,1,1,0,0,,,
3,4,3200,0,1,1,0,0,,,
3,5,4000,0,1,1,0,0,,,
3,6,4800,0,1,1,0,0,,,
3,7,16000,0,1,1,0,0,,,
3,8,16800,0,1,1,0,0,,,
3,9,17600,0,1,1,0,0,,,
3,10,18400,0,1,1,0,0,,,
3,11,19200,0,1,1,0,0,,,
3,12,10000,0,5,1,0,0,,,
3,13,33000,0,1,1,0,0,,,
3,14,33600,0,1,1,0,0,,,
3,15,34200,0,1,1,0,0,,,
3,16,34800,0,1,1,0,0,,,
3,17,35400,0,1,1,0,0,,,
3,18,36000,0,1,1,0,0,,,
3,19,36600,1,1,1,0,0,,,
3,20,25000,0,5,1,0,0,,,
4,0,23000,0,5,1,0,0,,,
4,1,43800,0,1,1,0,0,,,
4,2,44600,0,1,1,0,0,,,
4,3,45400,0,1,1,0,0,,,
4,4,46200,0,1,1,0,0,,,
