wave,no,time,is_last_in_wave,enemy_id,gate,formation_id,min_difficulty,money,health,delta_time
0,0,0,0,6,2,0,0,350,5,15000
0,1,3000,0,6,2,0,0,,,
0,2,6000,0,6,2,0,0,,,
0,3,16000,0,6,2,0,0,,,
0,4,19000,0,6,2,0,0,,,
0,5,0,0,6,3,0,0,,,
0,6,3000,0,6,3,0,0,,,
0,7,6000,0,6,3,0,0,,,
0,8,16000,0,6,3,0,0,,,
0,9,19000,1,6,3,0,0,,,
1,0,0,0,6,0,0,0,,,
1,1,3000,0,6,0,0,0,,,
1,2,6000,0,6,0,0,0,,,
1,3,16000,0,6,0,0,0,,,
1,4,19000,0,6,0,0,0,,,
1,5,0,0,6,1,0,0,,,
1,6,3000,0,6,1,0,0,,,
1,7,6000,0,6,1,0,0,,,
1,8,16000,0,6,1,0,0,,,
1,9,19000,1,6,1,0,0,,,
2,0,0,0,6,0,0,0,,,
2,1,2000,0,6,0,0,0,,,
2,2,4000,0,6,0,0,0,,,
2,3,15000,0,6,0,0,0,,,
2,4,17000,0,6,0,0,0,,,
2,5,19000,0,6,0,0,0,,,
2,6,22000,0,6,0,0,0,,,
2,7,16000,0,0,0,0,0,,,
2,8,18000,0,0,0,0,0,,,
2,9,20000,0,0,0,0,0,,,
2,10,23000,0,0,0,0,0,,,
2,11,25000,0,0,0,0,0,,,
2,12,0,0,6,1,0,0,,,
2,13,2000,0,6,1,0,0,,,
2,14,4000,0,6,1,0,0,,,
2,15,15000,0,6,1,0,0,,,
2,16,17000,0,6,1,0,0,,,
2,17,19000,0,6,1,0,0,,,
2,18,22000,0,6,1,0,0,,,
2,19,16000,0,0,1,0,0,,,
2,20,18000,0,0,1,0,0,,,
2,21,20000,0,0,1,0,0,,,
2,22,23000,0,0,1,0,0,,,
2,23,25000,1,0,1,0,0,,,
3,0,0,0,2,2,0,0,,,
3,1,500,0,2,2,0,0,,,
3,2,1000,0,2,2,0,0,,,
3,3,1500,0,2,2,0,0,,,
3,4,2000,0,2,2,0,0,,,
3,5,11000,0,2,2,0,0,,,
3,6,11500,0,2,2,0,0,,,
3,7,12000,0,2,2,0,0,,,
3,8,12500,0,2,2,0,0,,,
3,9,13000,0,2,2,0,0,,,
3,10,0,0,2,3,0,0,,,
3,11,500,0,2,3,0,0,,,
3,12,1000,0,2,3,0,0,,,
3,13,1500,0,2,3,0,0,,,
3,14,2000,0,2,3,0,0,,,
3,15,14000,0,2,3,0,0,,,
3,16,14500,0,2,3,0,0,,,
3,17,15000,0,2,3,0,0,,,
3,18,15500,0,2,3,0,0,,,
3,19,16000,1,2,3,0,0,,,
4,0,0,0,1,2,0,0,,,
4,1,1000,0,1,2,0,0,,,
4,2,2000,0,1,2,0,0,,,
4,3,6000,0,2,2,0,0,,,
4,4,6500,0,2,2,0,0,,,
4,5,7000,0,2,2,0,0,,,
4,6,7500,0,2,2,0,0,,,
4,7,8000,0,2,2,0,0,,,
4,8,8500,0,2,2,0,0,,,
4,9,15000,0,1,2,0,0,,,
4,10,16000,0,1,2,0,0,,,
4,11,17000,0,1,2,0,0,,,
4,12,18000,0,1,2,0,0,,,
4,13,19000,0,1,2,0,0,,,
4,14,23000,0,6,0,0,0,,,
4,15,25000,0,6,0,0,0,,,
4,16,27000,0,6,0,0,0,,,
4,17,29000,0,6,0,0,0,,,
4,18,31000,0,6,0,0,0,,,
4,19,0,0,1,3,0,0,,,
4,20,1000,0,1,3,0,0,,,
4,21,2000,0,1,3,0,0,,,
4,22,6000,0,2,3,0,0,,,
4,23,6500,0,2,3,0,0,,,
4,24,7000,0,2,3,0,0,,,
4,25,7500,0,2,3,0,0,,,
4,26,8000,0,2,3,0,0,,,
4,27,8500,0,2,3,0,0,,,
4,28,15000,0,1,3,0,0,,,
4,29,16000,0,1,3,0,0,,,
4,30,17000,0,1,3,0,0,,,
4,31,18000,0,1,3,0,0,,,
4,32,19000,0,1,3,0,0,,,
4,33,23000,0,6,1,0,0,,,
4,34,25000,0,6,1,0,0,,,
4,35,27000,0,6,1,0,0,,,
4,36,29000,0,6,1,0,0,,,
4,37,31000,1,6,1,0,0,,,
5,0,0,0,6,2,0,0,,,
5,1,2000,0,6,2,0,0,,,
5,2,4000,0,6,2,0,0,,,
5,3,7000,0,6,2,0,0,,,
5,4,9000,0,6,2,0,0,,,
5,5,11000,0,6,2,0,0,,,
5,6,13000,0,6,2,0,0,,,
5,7,19000,0,1,2,0,0,,,
5,8,21000,0,1,2,0,0,,,
5,9,23000,0,1,2,0,0,,,
5,10,19000,0,6,2,0,0,,,
5,11,21000,0,6,2,0,0,,,
5,12,23000,0,6,2,0,0,,,
5,13,23000,0,2,2,0,0,,,
5,14,24000,0,2,2,0,0,,,
5,15,25000,0,2,2,0,0,,,
5,16,0,0,6,3,0,0,,,
5,17,2000,0,6,3,0,0,,,
5,18,4000,0,6,3,0,0,,,
5,19,7000,0,6,3,0,0,,,
5,20,9000,0,6,3,0,0,,,
5,21,11000,0,6,3,0,0,,,
5,22,13000,0,6,3,0,0,,,
5,23,19000,0,1,3,0,0,,,
5,24,21000,0,1,3,0,0,,,
5,25,23000,0,1,3,0,0,,,
5,26,19000,0,6,3,0,0,,,
5,27,21000,0,6,3,0,0,,,
5,28,23000,0,6,3,0,0,,,
5,29,23000,0,2,3,0,0,,,
5,30,24000,0,2,3,0,0,,,
5,31,25000,0,2,3,0,0,,,
5,32,1000,0,6,0,0,0,,,
5,33,3000,0,6,0,0,0,,,
5,34,5000,0,6,0,0,0,,,
5,35,19000,0,6,0,0,0,,,
5,36,21000,0,6,0,0,0,,,
5,37,23000,0,6,0,0,0,,,
5,38,1000,0,6,1,0,0,,,
5,39,3000,0,6,1,0,0,,,
5,40,5000,0,6,1,0,0,,,
