wave,no,time,is_last_in_wave,enemy_id,gate,formation_id,min_difficulty,money,health,delta_time
0,0,0,0,1,0,0,0,1000,5,15000
0,1,600,0,1,0,0,0,,,
0,2,1200,0,1,0,0,0,,,
0,3,1800,0,1,0,0,0,,,
0,4,2400,0,1,0,0,0,,,
0,5,3000,0,1,0,0,0,,,
0,6,3600,0,1,0,0,0,,,
0,7,300,0,1,0,0,0,,,
0,8,900,0,1,0,0,0,,,
0,9,1500,0,1,0,0,0,,,
0,10,2100,0,1,0,0,0,,,
0,11,14000,0,1,0,0,0,,,
0,12,14500,0,1,0,0,0,,,
0,13,15000,0,1,0,0,0,,,
0,14,15500,0,1,0,0,0,,,
0,15,16000,0,1,0,0,0,,,
0,16,16500,0,1,0,0,0,,,
0,17,17000,0,1,0,0,0,,,
0,18,17500,1,1,0,0,0,,,
1,0,0,0,14,0,0,0,,,
1,1,5000,0,14,0,0,0,,,
1,2,10000,0,14,0,0,0,,,
1,3,10000,0,14,1,0,0,,,
1,4,15000,0,14,1,0,0,,,
1,5,20000,1,14,1,0,0,,,
2,0,0,0,1,2,0,0,,,
2,1,5000,0,1,2,0,0,,,
2,2,10000,0,1,2,0,0,,,
2,3,0,0,14,3,0,0,,,
2,4,5000,0,14,3,0,0,,,
2,5,10000,0,14,3,0,0,,,
2,6,23000,0,14,0,0,0,,,
2,7,24000,0,14,0,0,0,,,
2,8,25000,0,14,0,0,0,,,
2,9,26000,0,14,0,0,0,,,
2,10,27000,1,14,0,0,0,,,
3,0,5000,0,1,4,0,0,,,
3,1,5800,0,1,4,0,0,,,
3,2,6600,0,1,4,0,0,,,
3,3,7400,0,1,4,0,0,,,
3,4,8200,0,1,4,0,0,,,
3,5,18000,0,3,4,0,0,,,
3,6,18800,0,3,4,0,0,,,
3,7,19600,0,3,4,0,0,,,
3,8,20400,0,3,4,0,0,,,
3,9,21200,0,3,5,0,0,,,
3,10,0,0,15,5,0,0,,,
3,11,5000,0,15,5,0,0,,,
3,12,10000,0,15,5,0,0,,,
3,13,25000,0,12,5,0,0,,,
3,14,30000,0,12,5,0,0,,,
3,15,35000,0,12,5,0,0,,,
3,16,40000,1,12,5,0,0,,,
4,0,0,0,15,4,0,0,,,
4,1,2000,0,14,4,0,0,,,
4,2,4000,0,14,4,0,0,,,
4,3,6000,0,14,4,0,0,,,
4,4,16000,0,1,4,0,0,,,
4,5,17000,0,1,4,0,0,,,
4,6,18000,0,1,4,0,0,,,
4,7,19000,0,1,4,0,0,,,
4,8,31000,0,15,4,0,0,,,
4,9,32000,0,14,4,0,0,,,
4,10,33000,0,14,4,0,0,,,
4,11,34000,0,14,4,0,0,,,
4,12,0,0,15,5,0,0,,,
4,13,2000,0,14,5,0,0,,,
4,14,4000,0,14,5,0,0,,,
4,15,6000,0,14,5,0,0,,,
4,16,16000,0,14,5,0,0,,,
4,17,17000,0,14,5,0,0,,,
4,18,18000,0,14,5,0,0,,,
4,19,19000,0,14,5,0,0,,,
4,20,31000,0,6,5,0,0,,,
4,21,32000,0,6,5,0,0,,,
4,22,33000,0,6,5,0,0,,,
4,23,34000,1,6,5,0,0,,,
5,0,10000,0,9,0,0,0,,,
5,1,11000,0,9,0,0,0,,,
5,2,12000,0,9,0,0,0,,,
5,3,31200,0,1,0,0,0,,,
5,4,31800,0,1,0,0,0,,,
5,5,32400,0,1,0,0,0,,,
5,6,33000,0,1,0,0,0,,,
5,7,33600,0,1,0,0,0,,,
5,8,0,0,15,1,0,0,,,
5,9,800,0,15,1,0,0,,,
5,10,1600,0,10,1,0,0,,,
5,11,2400,0,10,1,0,0,,,
5,12,3200,0,10,1,0,0,,,
5,13,20000,0,14,1,0,0,,,
5,14,20800,0,14,1,0,0,,,
5,15,21600,0,14,1,0,0,,,
5,16,22400,0,14,1,0,0,,,
5,17,23200,0,14,1,0,0,,,
5,18,36000,0,6,1,0,0,,,
5,19,37000,0,6,1,0,0,,,
5,20,38000,0,6,1,0,0,,,
5,21,39000,1,6,1,0,0,,,
5,22,0,0,15,2,0,0,,,
5,23,800,0,15,2,0,0,,,
5,24,1600,0,1,2,0,0,,,
5,25,2400,0,1,2,0,0,,,
5,26,3200,0,1,2,0,0,,,
5,27,7000,0,1,2,0,0,,,
5,28,7600,0,1,2,0,0,,,
5,29,8200,0,1,2,0,0,,,
5,30,8800,0,1,2,0,0,,,
5,31,9400,0,1,2,0,0,,,
5,32,30000,0,9,2,0,0,,,
5,33,30600,0,9,2,0,0,,,
5,34,31200,0,9,2,0,0,,,
5,35,31800,0,9,2,0,0,,,
